scale,throughput,load,collision,lost
0.0111,112957.12,235920.85,58.224256,0
0.0111,116762.92,235920.85,56.075401,0
0.0111,120644.66,235920.85,59.17382,0
0.0111,120283.64,235920.85,58.951756,0
0.0111,125050.27,235920.85,54.495374,0
0.0111,116664.67,235920.85,55.547248,0
0.0111,117843.88,235920.85,57.332942,0
0.0111,119632.7,235920.85,60.127705,0
0.0111,123521.48,235920.85,54.994198,0
0.0111,117326.73,235920.85,57.799772,0
0.0111,111615.17,235920.85,59.499841,0
0.0111,111811.13,235920.85,57.097228,0
0.0111,120246.53,235920.85,52.934702,0
0.0111,117158.41,235920.85,63.44388,0
0.0111,120797.64,235920.85,57.315832,0
0.0111,118068.58,235920.85,60.73263,0
0.0111,111709.25,235920.85,59.797752,0
0.0111,115974.1,235920.85,58.598785,0
0.0111,114432.21,235920.85,57.714413,0
0.0111,123771.88,235920.85,55.461768,0
0.0111,121694.48,235920.85,62.342167,0
0.0111,117162.06,235920.85,55.911997,0
0.0111,115100.52,235920.85,56.979966,0
0.0111,123364.37,235920.85,59.558041,0
0.0111,116237.12,235920.85,56.697649,0
0.0111,118838.5,235920.85,50.369325,0
0.0111,116804.36,235920.85,63.247459,0
0.0111,118882.95,235920.85,61.653857,0
0.0111,117086.67,235920.85,58.869465,0
0.0111,116627.28,235920.85,57.681454,0
0.0111,114541.61,235920.85,58.229253,0
0.0111,108076.19,235920.85,55.308978,0
0.0111,115626.33,235920.85,60.381506,0
0.0111,119828.5,235920.85,59.987551,0
0.0111,122345.39,235920.85,58.266587,0
0.0111,117989.08,235920.85,57.184198,0
0.0111,109521.48,235920.85,63.684472,0
0.0111,110313.29,235920.85,63.24375,0
0.0111,119320.14,235920.85,62.466262,0
0.0111,118603.16,235920.85,56.539834,0
0.0111,119310.54,235920.85,58.917443,0
0.0111,111531.73,235920.85,64.408553,0
0.0111,116143.97,235920.85,56.030432,0
0.0111,112558.03,235920.85,60.342814,0
0.0111,115214.56,235920.85,61.65151,0
0.0111,118100.46,235920.85,52.745165,0
0.0111,113651.32,235920.85,58.447626,0
0.0111,122699.65,235920.85,53.141439,0
0.0111,117226.36,235920.85,58.970227,0
0.0111,114029.85,235920.85,54.863816,0
0.0111,116692.61,235920.85,57.959029,0
0.0111,120607.29,235920.85,60.744399,0
0.0111,118853.68,235920.85,59.72919,0
0.0111,113738.89,235920.85,53.184843,0
0.0111,112694.54,235920.85,61.049311,0
0.0111,119741.61,235920.85,55.123621,0
0.0111,115218.16,235920.85,58.613834,0
0.0111,114828.33,235920.85,59.6326,0
0.0111,115564.96,235920.85,56.225248,0
0.0111,110725.1,235920.85,58.968734,0
0.0111,116451.84,235920.85,57.201436,0
0.0111,115153.03,235920.85,53.903371,0
0.0111,115934.43,235920.85,57.741263,0
0.0111,117837.01,235920.85,56.578973,0
0.0111,106767.82,235920.85,67.355625,0
0.0111,107632.65,235920.85,64.284939,0
0.0111,108106.76,235920.85,62.303788,0
0.0111,116160.95,235920.85,53.278582,0
0.0111,122969.65,235920.85,53.593195,0
0.0111,122012.55,235920.85,53.368437,0
0.0111,122054.27,235920.85,57.380536,0
0.0111,113138.78,235920.85,54.370496,0
0.0111,120978.14,235920.85,63.531259,0
0.0111,115986.27,235920.85,58.167866,0
0.0111,119412.82,235920.85,64.076741,0
0.0111,118325.68,235920.85,52.502687,0
0.0111,119745.77,235920.85,54.948969,0
0.0111,123285.29,235920.85,60.616891,0
0.0111,123511.25,235920.85,59.843905,0
0.0111,97116.03,235920.85,59.557477,0
0.0111,120119.16,235920.85,62.333287,0
0.0111,123191.82,235920.85,60.586027,0
0.0111,117497.88,235920.85,60.901292,0
0.0118,117308.27,221925.55,57.025259,0
0.0118,124288.84,221925.55,52.972885,0
0.0118,114302.67,221925.55,52.068574,0
0.0118,115916.98,221925.55,54.745586,0
0.0118,109961.8,221925.55,59.104583,0
0.0118,116935.61,221925.55,53.460564,0
0.0118,118089.11,221925.55,53.614317,0
0.0118,118696.81,221925.55,63.600511,0
0.0118,112614.85,221925.55,49.254625,0
0.0118,120079.07,221925.55,52.580198,0
0.0118,116398.64,221925.55,51.938917,0
0.0118,116968.25,221925.55,55.487912,0
0.0118,113980.72,221925.55,61.208704,0
0.0118,119231.67,221925.55,52.727519,0
0.0118,114419.19,221925.55,55.838475,0
0.0118,114111.11,221925.55,55.627526,0
0.0118,118202.05,221925.55,56.953187,0
0.0118,114789.51,221925.55,52.998832,0
0.0118,113883.13,221925.55,55.254052,0
0.0118,119524.9,221925.55,56.492101,0
0.0118,117441.53,221925.55,58.238149,0
0.0118,122539.24,221925.55,49.826029,0
0.0118,116856.9,221925.55,52.37881,0
0.0118,119744.54,221925.55,55.378,0
0.0118,117741.76,221925.55,57.19698,0
0.0118,121764.34,221925.55,50.726794,0
0.0118,115991.89,221925.55,56.234904,0
0.0118,110107.12,221925.55,56.071796,0
0.0118,112039.28,221925.55,54.17127,0
0.0118,121005.52,221925.55,48.184187,0
0.0118,118344.51,221925.55,59.308413,0
0.0118,118173.81,221925.55,56.260855,0
0.0118,120125.02,221925.55,57.38034,0
0.0118,109278.29,221925.55,56.928922,0
0.0118,117705.28,221925.55,55.873668,0
0.0118,118684.47,221925.55,55.727322,0
0.0118,121680.24,221925.55,52.652183,0
0.0118,121851.25,221925.55,58.462809,0
0.0118,114902.2,221925.55,52.308957,0
0.0118,117477.11,221925.55,52.81741,0
0.0118,123030.66,221925.55,57.997656,0
0.0118,115495.65,221925.55,55.621266,0
0.0118,113616.15,221925.55,49.074394,0
0.0118,117721.82,221925.55,60.108613,0
0.0118,120032.81,221925.55,57.183932,0
0.0118,117060.78,221925.55,57.682442,0
0.0118,114323.35,221925.55,55.49077,0
0.0118,108104.15,221925.55,52.123417,0
0.0118,114516.59,221925.55,51.371152,0
0.0118,115628.94,221925.55,57.291263,0
0.0118,117018.09,221925.55,58.016882,0
0.0118,117077.4,221925.55,55.825288,0
0.0118,119875.8,221925.55,52.964615,0
0.0118,115760.52,221925.55,58.361326,0
0.0118,118469.98,221925.55,59.978843,0
0.0118,120587.91,221925.55,58.127407,0
0.0118,120310.14,221925.55,53.598106,0
0.0118,111837.43,221925.55,55.784413,0
0.0118,114521.29,221925.55,61.470677,0
0.0118,111798.7,221925.55,53.851854,0
0.0118,109097.13,221925.55,56.560994,0
0.0118,113974.25,221925.55,57.724783,0
0.0118,120259.3,221925.55,49.232288,0
0.0118,116389.97,221925.55,54.684995,0
0.0118,119368.27,221925.55,51.054027,0
0.0118,119392.37,221925.55,56.442851,0
0.0118,117341.8,221925.55,51.442936,0
0.0118,109695.65,221925.55,55.792372,0
0.0118,125120.26,221925.55,55.628885,0
0.0118,109414.66,221925.55,57.199902,0
0.0118,113569.58,221925.55,50.85892,0
0.0118,104503.63,221925.55,58.978469,0
0.0118,120364.44,221925.55,51.900656,0
0.0118,115356.9,221925.55,53.079156,0
0.0118,110752.04,221925.55,56.319668,0
0.0118,112040.18,221925.55,55.201724,0
0.0118,110936.83,221925.55,55.530445,0
0.0118,118636.84,221925.55,53.367426,0
0.0118,116713.93,221925.55,52.031401,0
0.0118,117166.6,221925.55,53.787041,0
0.0118,114572.15,221925.55,52.106336,0
0.0118,116764.59,221925.55,64.58191,0
0.0118,112865.72,221925.55,58.819463,0
0.0118,109917.83,221925.55,58.73443,0
0.0118,114335.14,221925.55,51.17117,0
0.0118,124221.27,221925.55,49.466132,0
0.0118,120771.05,221925.55,50.423183,0
0.0118,109300.67,221925.55,55.006197,0
0.0118,111791.24,221925.55,52.196019,0
0.0118,113460.72,221925.55,60.057552,0
0.0118,118083.9,221925.55,55.287086,0
0.0118,114538.53,221925.55,61.54126,0
0.0118,114880.5,221925.55,49.626169,0
0.0118,111413.62,221925.55,54.975015,0
0.0118,124214.93,221925.55,56.138577,0
0.0118,120402.28,221925.55,56.723858,0
0.0118,99997.072,221925.55,55.728825,0
0.0118,111822.77,221925.55,59.144425,0
0.0118,121201.63,221925.55,56.871787,0
0.0118,115947.08,221925.55,56.795275,0
0.0125,113358.83,209497.72,53.808478,0
0.0125,121230.74,209497.72,51.121147,0
0.0125,112502.92,209497.72,49.691948,0
0.0125,109544.86,209497.72,51.936253,0
0.0125,117100.56,209497.72,55.19942,0
0.0125,119169.95,209497.72,50.153844,0
0.0125,121376.17,209497.72,49.965677,0
0.0125,114358.13,209497.72,59.564734,0
0.0125,113921.48,209497.72,46.7644,0
0.0125,105422.13,209497.72,50.527224,0
0.0125,111365.81,209497.72,51.533835,0
0.0125,118528.64,209497.72,51.983578,0
0.0125,116537.64,209497.72,57.103763,0
0.0125,116893.27,209497.72,50.587237,0
0.0125,116364.7,209497.72,52.563008,0
0.0125,111288.91,209497.72,54.24954,0
0.0125,115782.29,209497.72,52.747978,0
0.0125,113447.41,209497.72,49.574517,0
0.0125,108568.57,209497.72,52.240272,0
0.0125,122999.22,209497.72,52.622247,0
0.0125,113919.88,209497.72,55.349874,0
0.0125,109783.82,209497.72,47.692763,0
0.0125,117967.53,209497.72,50.037389,0
0.0125,119373.38,209497.72,53.063593,0
0.0125,122530.35,209497.72,53.936328,0
0.0125,115659.49,209497.72,48.915573,0
0.0125,115760.66,209497.72,52.404239,0
0.0125,112028.79,209497.72,52.200467,0
0.0125,109518.01,209497.72,50.859155,0
0.0125,120056.32,209497.72,46.00122,0
0.0125,120705.81,209497.72,55.631717,0
0.0125,112278.69,209497.72,54.083133,0
0.0125,117959.85,209497.72,54.982967,0
0.0125,109598.54,209497.72,53.404925,0
0.0125,117673.19,209497.72,52.860485,0
0.0125,119915.59,209497.72,53.210504,0
0.0125,123205.14,209497.72,49.306266,0
0.0125,121784.9,209497.72,56.022666,0
0.0125,117023.99,209497.72,49.503906,0
0.0125,111998.58,209497.72,50.870686,0
0.0125,120672.68,209497.72,54.014917,0
0.0125,114200.47,209497.72,51.377583,0
0.0125,110874.96,209497.72,46.931859,0
0.0125,119747.23,209497.72,56.882163,0
0.0125,119299.49,209497.72,54.124443,0
0.0125,114369.92,209497.72,54.563121,0
0.0125,116006.73,209497.72,52.325845,0
0.0125,112333.81,209497.72,47.967876,0
0.0125,115538.41,209497.72,48.186711,0
0.0125,112507.24,209497.72,55.768359,0
0.0125,114889.4,209497.72,53.806512,0
0.0125,120044.95,209497.72,53.212607,0
0.0125,117048.91,209497.72,51.300575,0
0.0125,118593.78,209497.72,54.825877,0
0.0125,112301.3,209497.72,57.49476,0
0.0125,119123.17,209497.72,54.899125,0
0.0125,120416.8,209497.72,51.897585,0
0.0125,114329.59,209497.72,51.777244,0
0.0125,118044.49,209497.72,56.892286,0
0.0125,115358.74,209497.72,51.284219,0
0.0125,109898.01,209497.72,55.633695,0
0.0125,116545.27,209497.72,54.647299,0
0.0125,120319.16,209497.72,46.723161,0
0.0125,111640.66,209497.72,50.895203,0
0.0125,120183.09,209497.72,46.435332,0
0.0125,118660.99,209497.72,54.981352,0
0.0125,117458.95,209497.72,48.873219,0
0.0125,110329.98,209497.72,52.426789,0
0.0125,120422.73,209497.72,54.443924,0
0.0125,109192.66,209497.72,54.073033,0
0.0125,111386.03,209497.72,48.148162,0
0.0125,104881.69,209497.72,54.934648,0
0.0125,117438.14,209497.72,49.971277,0
0.0125,115073.32,209497.72,49.882468,0
0.0125,106644.45,209497.72,53.486002,0
0.0125,114792.04,209497.72,52.037642,0
0.0125,112073.91,209497.72,53.291648,0
0.0125,122987.01,209497.72,48.135139,0
0.0125,112533.37,209497.72,49.298677,0
0.0125,115314.12,209497.72,50.002452,0
0.0125,115721.01,209497.72,48.730597,0
0.0125,111932.04,209497.72,60.564952,0
0.0125,118223.33,209497.72,54.704132,0
0.0125,109331.17,209497.72,55.115044,0
0.0125,113809.97,209497.72,48.949986,0
0.0125,120960.62,209497.72,47.347366,0
0.0125,115726.75,209497.72,48.033578,0
0.0125,115273.58,209497.72,51.972533,0
0.0125,108534.44,209497.72,49.686547,0
0.0125,114910.79,209497.72,57.112896,0
0.0125,118470.87,209497.72,53.250995,0
0.0125,120867.53,209497.72,56.53357,0
0.0125,114936.58,209497.72,47.036813,0
0.0125,114828.29,209497.72,51.205546,0
0.0125,126080.18,209497.72,53.067122,0
0.0125,122011.05,209497.72,51.963799,0
0.0125,101562.41,209497.72,55.432509,0
0.0125,112399.61,209497.72,56.096141,0
0.0125,119629.11,209497.72,54.4666,0
0.0125,115099.89,209497.72,53.80489,0
0.0132,106306.63,198387.99,50.929334,0
0.0132,114818.49,198387.99,47.660262,0
0.0132,117323.59,198387.99,45.40378,0
0.0132,108853.97,198387.99,49.938793,0
0.0132,117295.79,198387.99,53.793704,0
0.0132,111678.9,198387.99,49.639276,0
0.0132,116456.99,198387.99,47.414852,0
0.0132,115970.02,198387.99,55.979962,0
0.0132,113263.85,198387.99,45.152544,0
0.0132,112373.68,198387.99,47.84591,0
0.0132,116687.42,198387.99,47.630461,0
0.0132,115630.33,198387.99,48.125743,0
0.0132,119110.21,198387.99,51.925946,0
0.0132,118579.77,198387.99,47.119123,0
0.0132,118645.25,198387.99,50.00197,0
0.0132,112705.5,198387.99,50.446811,0
0.0132,111048.85,198387.99,52.738319,0
0.0132,111805.32,198387.99,47.936076,0
0.0132,111282.5,198387.99,49.370328,0
0.0132,121799.24,198387.99,49.068058,0
0.0132,119099.12,198387.99,51.111849,0
0.0132,108798.37,198387.99,44.955274,0
0.0132,114012.19,198387.99,47.441648,0
0.0132,117399.78,198387.99,49.279507,0
0.0132,123121.83,198387.99,50.632219,0
0.0132,117603.5,198387.99,47.221928,0
0.0132,116676.32,198387.99,49.413114,0
0.0132,106142.37,198387.99,49.109208,0
0.0132,111198.81,198387.99,47.719817,0
0.0132,117227.85,198387.99,44.503963,0
0.0132,115887.5,198387.99,53.289319,0
0.0132,114169.98,198387.99,52.282799,0
0.0132,117397.85,198387.99,52.01639,0
0.0132,107096.56,198387.99,52.82039,0
0.0132,118193.69,198387.99,49.089835,0
0.0132,119472.39,198387.99,50.690958,0
0.0132,123219.45,198387.99,46.608163,0
0.0132,115706.14,198387.99,52.919158,0
0.0132,109034.58,198387.99,48.083312,0
0.0132,113113.52,198387.99,48.094479,0
0.0132,120579.51,198387.99,51.278096,0
0.0132,117419.19,198387.99,46.817449,0
0.0132,113102.99,198387.99,43.701754,0
0.0132,120219.39,198387.99,53.919976,0
0.0132,116378.96,198387.99,50.874208,0
0.0132,116270.15,198387.99,52.20707,0
0.0132,117582.11,198387.99,49.335504,0
0.0132,110266.16,198387.99,47.216467,0
0.0132,116160.38,198387.99,46.491198,0
0.0132,113429.66,198387.99,51.330765,0
0.0132,115430.25,198387.99,50.604739,0
0.0132,114846.34,198387.99,49.561872,0
0.0132,118391.86,198387.99,47.772914,0
0.0132,116458.55,198387.99,53.249737,0
0.0132,113708.57,198387.99,52.997306,0
0.0132,118777.41,198387.99,53.255902,0
0.0132,114052.89,198387.99,49.990981,0
0.0132,116387.57,198387.99,49.946913,0
0.0132,117280,198387.99,54.867795,0
0.0132,115273.44,198387.99,46.981844,0
0.0132,112148.83,198387.99,51.360839,0
0.0132,111439.55,198387.99,52.290256,0
0.0132,114099.16,198387.99,42.950252,0
0.0132,114903.87,198387.99,47.895159,0
0.0132,120799.67,198387.99,43.867089,0
0.0132,116839.88,198387.99,50.560087,0
0.0132,114639.59,198387.99,47.662944,0
0.0132,107510.15,198387.99,49.946875,0
0.0132,113125.25,198387.99,52.405924,0
0.0132,113351.66,198387.99,50.061125,0
0.0132,109617.97,198387.99,45.58456,0
0.0132,113099.09,198387.99,51.445783,0
0.0132,116747.97,198387.99,47.0746,0
0.0132,113234.26,198387.99,47.460131,0
0.0132,111435.93,198387.99,50.778897,0
0.0132,115283.43,198387.99,49.382588,0
0.0132,110945.4,198387.99,50.335797,0
0.0132,119141.27,198387.99,46.43786,0
0.0132,114225.74,198387.99,46.969608,0
0.0132,114613.34,198387.99,47.362384,0
0.0132,117407.99,198387.99,45.806716,0
0.0132,116764.12,198387.99,57.803286,0
0.0132,116950.43,198387.99,51.491343,0
0.0132,114865.59,198387.99,50.43625,0
0.0132,115081.02,198387.99,46.108574,0
0.0132,113048.28,198387.99,45.067865,0
0.0132,111038.26,198387.99,47.179907,0
0.0132,111862.99,198387.99,48.229283,0
0.0132,106085.74,198387.99,44.66758,0
0.0132,116445.78,198387.99,54.923196,0
0.0132,118659.06,198387.99,49.967319,0
0.0132,114304.4,198387.99,54.147751,0
0.0132,112281.69,198387.99,44.72853,0
0.0132,120610.98,198387.99,48.083944,0
0.0132,122250.61,198387.99,50.046422,0
0.0132,116283.16,198387.99,49.760391,0
0.0132,104015.84,198387.99,51.720923,0
0.0132,111426.66,198387.99,52.894756,0
0.0132,116705.26,198387.99,52.277229,0
0.0132,113761.36,198387.99,51.033605,0
0.014,107964.16,187051.53,48.416168,0
0.014,114591.03,187051.53,44.751248,0
0.014,113500.1,187051.53,43.608269,0
0.014,112003.81,187051.53,46.959493,0
0.014,119095.44,187051.53,50.911113,0
0.014,111164.27,187051.53,47.123477,0
0.014,112010.64,187051.53,45.784921,0
0.014,104718.17,187051.53,53.165981,0
0.014,107248.82,187051.53,42.245809,0
0.014,111601.16,187051.53,45.116672,0
0.014,116407.98,187051.53,44.173036,0
0.014,113140.78,187051.53,47.414101,0
0.014,114055.62,187051.53,50.477003,0
0.014,112974.65,187051.53,44.308551,0
0.014,109414.22,187051.53,48.206074,0
0.014,112960.93,187051.53,48.63066,0
0.014,113084.42,187051.53,48.524238,0
0.014,109730.27,187051.53,46.221601,0
0.014,108749.51,187051.53,47.948608,0
0.014,117951.65,187051.53,47.297683,0
0.014,117335.67,187051.53,48.983073,0
0.014,108853.74,187051.53,41.341882,0
0.014,109955.23,187051.53,46.289485,0
0.014,111504.94,187051.53,48.53111,0
0.014,115352.14,187051.53,48.329599,0
0.014,110691.64,187051.53,45.029299,0
0.014,114895.58,187051.53,46.72459,0
0.014,105794.24,187051.53,45.861692,0
0.014,111139,187051.53,43.365258,0
0.014,115711.99,187051.53,41.590348,0
0.014,115036,187051.53,50.418323,0
0.014,106646.11,187051.53,48.565184,0
0.014,117443.96,187051.53,50.348641,0
0.014,104632.04,187051.53,48.428738,0
0.014,119110.36,187051.53,44.355922,0
0.014,108333.45,187051.53,48.194154,0
0.014,119068.35,187051.53,44.796043,0
0.014,116250.76,187051.53,49.481437,0
0.014,110700.94,187051.53,44.06811,0
0.014,112915.15,187051.53,45.516613,0
0.014,116501.18,187051.53,49.445771,0
0.014,114863.63,187051.53,44.896204,0
0.014,107369.08,187051.53,40.28572,0
0.014,117371.52,187051.53,51.204302,0
0.014,112371.79,187051.53,48.337217,0
0.014,112484.44,187051.53,49.240532,0
0.014,118184.57,187051.53,47.594947,0
0.014,110127.72,187051.53,45.037186,0
0.014,114074.8,187051.53,44.677844,0
0.014,113552.62,187051.53,48.291339,0
0.014,112631.36,187051.53,47.932507,0
0.014,116056.29,187051.53,45.386769,0
0.014,118586.33,187051.53,44.172902,0
0.014,117374.17,187051.53,51.04054,0
0.014,107778.15,187051.53,50.188313,0
0.014,116815.79,187051.53,49.015288,0
0.014,112936.15,187051.53,46.077285,0
0.014,116827.07,187051.53,48.159676,0
0.014,117074.65,187051.53,50.403918,0
0.014,114201.96,187051.53,44.376102,0
0.014,109899.42,187051.53,49.313859,0
0.014,110698.17,187051.53,48.819316,0
0.014,113050.91,187051.53,42.349598,0
0.014,109180.14,187051.53,44.998021,0
0.014,114163.19,187051.53,41.958906,0
0.014,117035.72,187051.53,47.798015,0
0.014,108496.34,187051.53,45.150428,0
0.014,106687.3,187051.53,46.180144,0
0.014,117204.05,187051.53,47.813031,0
0.014,112701.18,187051.53,47.75819,0
0.014,108164.34,187051.53,41.726208,0
0.014,110317.09,187051.53,50.740743,0
0.014,111729.39,187051.53,44.1964,0
0.014,111929.5,187051.53,43.592401,0
0.014,113205.41,187051.53,46.247405,0
0.014,109461.45,187051.53,46.608252,0
0.014,109559.4,187051.53,47.115711,0
0.014,116884.69,187051.53,43.298402,0
0.014,110903.27,187051.53,44.029725,0
0.014,113349.57,187051.53,44.03694,0
0.014,118547.97,187051.53,42.275014,0
0.014,117021.81,187051.53,54.776762,0
0.014,119860.38,187051.53,49.461829,0
0.014,116400.36,187051.53,48.777628,0
0.014,111226.56,187051.53,44.088568,0
0.014,109865.83,187051.53,43.273268,0
0.014,111226.47,187051.53,44.069137,0
0.014,112521.3,187051.53,44.535325,0
0.014,108549.11,187051.53,41.343897,0
0.014,115298.97,187051.53,51.852963,0
0.014,115588.26,187051.53,46.420305,0
0.014,112209.76,187051.53,53.522591,0
0.014,112968.65,187051.53,42.384206,0
0.014,114732.56,187051.53,45.371643,0
0.014,112594.62,187051.53,48.993104,0
0.014,117093.17,187051.53,46.16574,0
0.014,105090.98,187051.53,49.85259,0
0.014,112770.31,187051.53,49.969417,0
0.014,117908.88,187051.53,49.569916,0
0.014,112883.09,187051.53,47.73082,0
0.017,107312.76,154042.44,39.233238,0
0.017,107923.26,154042.44,36.995489,0
0.017,104089.56,154042.44,35.372878,0
0.017,103648.08,154042.44,37.103503,0
0.017,112520.14,154042.44,41.415594,0
0.017,104247.07,154042.44,36.85986,0
0.017,105503.38,154042.44,38.110713,0
0.017,108752.97,154042.44,44.093548,0
0.017,98606.178,154042.44,33.789769,0
0.017,106089.66,154042.44,35.607556,0
0.017,104813.92,154042.44,36.353413,0
0.017,106537.16,154042.44,39.68116,0
0.017,106417.75,154042.44,40.57628,0
0.017,105372.6,154042.44,34.02573,0
0.017,108791.15,154042.44,38.541068,0
0.017,103391.4,154042.44,40.382944,0
0.017,98267.052,154042.44,41.471361,0
0.017,102595.69,154042.44,36.684906,0
0.017,98535.791,154042.44,39.747415,0
0.017,108675.61,154042.44,37.488231,0
0.017,110843.11,154042.44,38.541873,0
0.017,105918.44,154042.44,34.578951,0
0.017,102019.06,154042.44,37.177089,0
0.017,99608.792,154042.44,37.985722,0
0.017,109217.9,154042.44,41.216744,0
0.017,104253.25,154042.44,35.083713,0
0.017,108758.73,154042.44,38.642712,0
0.017,106846.83,154042.44,37.318112,0
0.017,100871.6,154042.44,35.985683,0
0.017,103696.11,154042.44,35.303766,0
0.017,109600.16,154042.44,40.497825,0
0.017,104147.06,154042.44,40.681562,0
0.017,110725.14,154042.44,42.250858,0
0.017,102979.46,154042.44,41.095874,0
0.017,104757.29,154042.44,37.591245,0
0.017,106160.95,154042.44,38.714803,0
0.017,107639.06,154042.44,33.653644,0
0.017,102031,154042.44,40.717201,0
0.017,102059.17,154042.44,37.829722,0
0.017,104828.44,154042.44,35.774841,0
0.017,107904.88,154042.44,38.959744,0
0.017,105844.65,154042.44,37.227778,0
0.017,103077.14,154042.44,32.181068,0
0.017,108179.98,154042.44,41.215032,0
0.017,105759.63,154042.44,39.4173,0
0.017,104153.31,154042.44,39.922821,0
0.017,107170.77,154042.44,38.254386,0
0.017,102122.42,154042.44,37.285725,0
0.017,105393.91,154042.44,36.180411,0
0.017,102374.93,154042.44,41.874447,0
0.017,103175.84,154042.44,38.165384,0
0.017,101998.24,154042.44,38.956425,0
0.017,103908.75,154042.44,38.261967,0
0.017,110687.95,154042.44,41.179239,0
0.017,103173.82,154042.44,40.406748,0
0.017,112872.41,154042.44,40.897809,0
0.017,104304.92,154042.44,37.342945,0
0.017,103671.4,154042.44,40.539078,0
0.017,111603.34,154042.44,41.578636,0
0.017,105355.76,154042.44,38.055661,0
0.017,104647.79,154042.44,41.358889,0
0.017,107446.83,154042.44,40.87401,0
0.017,104818.34,154042.44,34.231849,0
0.017,102890.93,154042.44,38.433729,0
0.017,105231.05,154042.44,35.665579,0
0.017,109303.83,154042.44,39.166729,0
0.017,104274.34,154042.44,37.571451,0
0.017,95169.131,154042.44,38.390493,0
0.017,108548.3,154042.44,34.953907,0
0.017,104092.18,154042.44,40.790783,0
0.017,99354.222,154042.44,36.310964,0
0.017,105634.23,154042.44,42.245332,0
0.017,103920.26,154042.44,36.541324,0
0.017,102337.58,154042.44,36.552317,0
0.017,102702.4,154042.44,36.627293,0
0.017,105449.34,154042.44,37.003113,0
0.017,95840.672,154042.44,39.508121,0
0.017,108775.46,154042.44,36.572661,0
0.017,99890.028,154042.44,37.616849,0
0.017,104306.34,154042.44,36.23258,0
0.017,107107.41,154042.44,34.452373,0
0.017,103026.04,154042.44,44.843874,0
0.017,115612.92,154042.44,39.3334,0
0.017,104349.84,154042.44,41.166033,0
0.017,97986.312,154042.44,37.593658,0
0.017,104636.73,154042.44,35.037616,0
0.017,96846.482,154042.44,37.36446,0
0.017,104444.01,154042.44,37.317325,0
0.017,101662.8,154042.44,33.649559,0
0.017,102560.1,154042.44,43.192663,0
0.017,107634.02,154042.44,37.394165,0
0.017,107616.67,154042.44,42.744233,0
0.017,106886.56,154042.44,33.378854,0
0.017,105722.99,154042.44,38.420013,0
0.017,106319.56,154042.44,39.543113,0
0.017,109538.9,154042.44,37.707687,0
0.017,95236.068,154042.44,40.259059,0
0.017,107094.87,154042.44,39.997584,0
0.017,106463.42,154042.44,41.589531,0
0.017,104391.44,154042.44,37.737801,0
0.02,98009.614,130936.07,32.496741,0
0.02,97253.136,130936.07,32.056826,0
0.02,97830.773,130936.07,30.409161,0
0.02,93545.89,130936.07,31.941586,0
0.02,101721.29,130936.07,33.419714,0
0.02,97267.552,130936.07,30.00784,0
0.02,94558.029,130936.07,35.015816,0
0.02,94655.21,130936.07,37.440446,0
0.02,88838.471,130936.07,28.928656,0
0.02,97099.731,130936.07,30.972281,0
0.02,96562.007,130936.07,32.39145,0
0.02,99294.651,130936.07,32.745994,0
0.02,100367.23,130936.07,34.209042,0
0.02,95526.581,130936.07,29.532024,0
0.02,95771.719,130936.07,32.631515,0
0.02,97352.016,130936.07,33.451681,0
0.02,90980.065,130936.07,36.100745,0
0.02,92659.17,130936.07,30.321681,0
0.02,94028.558,130936.07,33.127124,0
0.02,92178.925,130936.07,30.995175,0
0.02,97070.93,130936.07,31.694653,0
0.02,95027.404,130936.07,29.989319,0
0.02,92676.097,130936.07,32.889047,0
0.02,93822.747,130936.07,32.133228,0
0.02,96700.696,130936.07,33.818133,0
0.02,92367.861,130936.07,29.544035,0
0.02,97303.292,130936.07,31.043655,0
0.02,97286.851,130936.07,31.931144,0
0.02,94037.653,130936.07,29.719369,0
0.02,94598.983,130936.07,30.095062,0
0.02,101635.45,130936.07,33.513925,0
0.02,93280.436,130936.07,33.426664,0
0.02,100071.45,130936.07,35.522686,0
0.02,88748.995,130936.07,35.762793,0
0.02,96990.331,130936.07,31.266262,0
0.02,96351.202,130936.07,31.98233,0
0.02,99602.023,130936.07,28.918116,0
0.02,99241.894,130936.07,34.810636,0
0.02,96326.483,130936.07,31.081814,0
0.02,96181.48,130936.07,31.130328,0
0.02,100656.82,130936.07,32.185769,0
0.02,92327.465,130936.07,30.101014,0
0.02,92190.626,130936.07,28.113475,0
0.02,101723.05,130936.07,34.187189,0
0.02,95411.454,130936.07,36.067513,0
0.02,99563.576,130936.07,34.732391,0
0.02,95883.891,130936.07,31.498959,0
0.02,90972.125,130936.07,32.380623,0
0.02,93554.909,130936.07,32.883841,0
0.02,93564.703,130936.07,33.325537,0
0.02,96191.447,130936.07,32.889508,0
0.02,96243.53,130936.07,32.107641,0
0.02,98791.958,130936.07,30.324431,0
0.02,100769.98,130936.07,36.500683,0
0.02,97071.887,130936.07,33.292557,0
0.02,103322.24,130936.07,34.110203,0
0.02,95509.968,130936.07,31.839995,0
0.02,97333.542,130936.07,31.983481,0
0.02,102305.47,130936.07,33.454259,0
0.02,96440.227,130936.07,32.681264,0
0.02,97223.066,130936.07,34.822839,0
0.02,96748.426,130936.07,34.384704,0
0.02,91174.369,130936.07,31.38279,0
0.02,95116.839,130936.07,31.713522,0
0.02,94022.21,130936.07,31.98273,0
